0,13.7793,0
0.0514483,13.8194,0
0.0975718,13.8494,0
0.166609,13.8793,0
0.281899,13.9288,0
0.35146,13.9584,0
0.490583,14.0173,0
0.514006,14.027,0
0.653936,14.0856,0
0.723993,14.1148,0
0.770938,14.1343,0
1.00626,14.2309,0
1.07715,14.2597,0
1.19564,14.3075,0
1.26705,14.336,0
1.33843,14.3644,0
1.4817,14.4211,0
1.64976,14.4869,0
1.79414,14.5432,0
1.91511,14.5901,0
1.93662,14.6182,0
2.08275,14.674,0
2.15592,14.7017,0
2.18036,14.7109,0
2.40108,14.7934,0
2.54896,14.8389,0
2.59837,14.8663,0
2.74687,14.9208,0
2.7965,14.9299,0
2.87104,14.966,0
2.9955,15.0108,0
3.07052,15.0376,0
3.1957,15.082,0
3.29614,15.1085,0
3.34634,15.135,0
3.49762,15.1878,0
3.57345,15.2142,0
3.67466,15.2495,0
3.75074,15.2759,0
3.95429,15.3466,0
4.031,15.373,0
4.10763,15.3993,0
4.21013,15.4343,0
4.28724,15.4605,0
4.44175,15.5129,0
4.51921,15.5304,0
4.6485,15.5822,0
4.72619,15.5958,0
4.80393,15.5865,0
4.90747,15.5664,0
4.98495,15.567,0
5.13996,15.5618,0
5.21719,15.5542,0
5.34607,15.5494,0
5.62923,15.5337,0
5.75785,15.5279,0
5.83488,15.5252,0
5.91202,15.5199,0
6.04052,15.5135,0
6.11746,15.5097,0
6.19455,15.5057,0
6.32292,15.5003,0
6.37425,15.4963,0
6.52798,15.4883,0
6.60498,15.4842,0
6.65627,15.4814,0
6.81006,15.4732,0
6.88685,15.469,0
7.04078,15.4605,0
7.1943,15.452,0
7.27121,15.4477,0
7.34797,15.4434,0
7.50161,15.4348,0
7.52729,15.4334,0
7.6809,15.4247,0
7.77692,15.4288,0
7.85384,15.443,0
7.93082,15.444,0
8.08457,15.4316,0
8.16134,15.436,0
8.28963,15.4431,0
8.36652,15.4451,0
8.46918,15.4524,0
8.7006,15.4777,0
8.80375,15.4879,0
8.90684,15.504,0
8.98433,15.5363,0
9.13958,15.552,0
9.2173,15.5632,0
9.32116,15.5939,0
9.39914,15.6132,0
9.4772,15.6335,0
9.60746,15.6698,0
9.68616,15.6929,0
9.84322,15.7422,0
9.8695,15.7508,0
9.9486,15.7773,0
10.1067,15.8328,0
10.3186,15.9097,0
10.4249,15.9483,-0.00316244
10.5049,15.9772,-0.00316244
10.6384,16.0252,-0.00316244
10.719,16.054,-0.00316244
10.8799,16.1115,-0.00316244
10.9607,16.14,-0.00316244
10.9877,16.1495,-0.00316244
11.1498,16.2046,-0.00316244
11.2308,16.2312,-0.00316244
11.3121,16.2572,-0.00316244
11.3937,16.2825,-0.00316244
11.4752,16.3073,-0.00316244
11.5567,16.3314,-0.00316244
11.6384,16.3548,-0.00316244
11.7203,16.3702,-0.00316244
